,Mumbai,Delhi,Bengaluru,Hyderabad,Ahmedabad,Chennai,Kolkata,Pune,Jaipur,Surat,Lucknow,Kanpur,Nagpur,Visakhapatnam,Bhopal,Patna,Ludhiana,Agra,Nashik,Faridabad,Meerut,Rajkot,Varanasi,Srinagar,Aurangabad,Dhanbad,Amritsar,Navi Mumbai,Allahabad,Ranchi,Howrah,Coimbatore,Jabalpur,Gwalior,Vijayawada,Jodhpur,Madurai,Raipur,Kota,Guwahati,Chandigarh,Solapur,Hubli,Mysore,Tiruchirappalli,Bareilly,Aligarh,Moradabad,Gurgaon,Jalandhar,Latitude,Longitude
Coimbatore,993.5430820198678,1958.209010131241,227.1584286109544,723.685817070995,1407.9617971502544,427.1827497295045,1762.8653780273646,894.6878252520726,1763.8602369487803,1206.878219919292,1801.6029502272202,1744.765635081212,1143.8041900798764,1000.1745578995768,1355.8633604849213,1829.2735775004053,2204.593066935224,1792.2783730136957,1050.0789538344766,1925.802812571939,1990.7594439203922,1410.4733775681125,1705.3544346959318,2564.0530180825385,995.4580850559234,1734.4093743480753,2292.9935845655577,982.1725896400183,1677.173560240252,1627.0011395294225,1757.3569086032894,0.0,1384.2300862612713,1687.631238321696,726.7348053292006,1734.9067751461798,175.54844844227,1237.673672526069,1575.621356462094,2284.2166474747987,2183.157770113384,743.670687037044,520.376562610934,145.62792639914954,192.82609086115536,1938.0497554345925,1872.4874554903395,1982.107692871452,1931.0547528551435,2253.284399428749,11.0168,76.9558
Jabalpur,866.8997353813397,676.5166353313315,1157.9890885991554,660.5445322334441,759.7541809128574,1118.1813182932124,862.1772623930203,820.3097591515477,591.810978891027,770.7133225428526,417.39886293471034,363.72219368905024,243.71050262687257,695.4806506568611,263.58112432599955,586.8432451674927,948.1639247182512,485.3969243062898,732.0236288712006,637.9037126865973,682.1240287585199,948.1910567638505,384.71595563528183,1309.9413196503342,604.3277778740107,661.6990445405281,1064.0452719214193,856.1306742166757,313.02017425333116,544.95247237018,851.6499533319832,1384.2300862612713,0.0,382.6889446012656,742.2153097114145,781.4500174446349,1480.4471900565363,272.72382925151805,475.3614882372008,1233.252383172852,895.1607035323586,744.8456718160837,1004.7036121315897,1255.8393289595688,1378.0877576852267,577.1734589292381,556.1528642538792,638.3840324812196,655.6469415676812,1002.3087471979649,23.1815,79.9864
Gwalior,960.3724202839508,295.42230137380034,1467.7408950312338,978.6075301454894,669.312138138546,1470.4552845467263,1108.4159814845264,961.6174504274578,250.75058952248406,781.1378668375063,284.0630011668835,216.07697113549386,569.3325899620322,1078.087449250104,336.8316114398028,700.1863486898532,566.6220241511087,107.60336371649163,822.6925708053847,257.3904153091865,310.117120086826,865.5622945826998,490.82741380228083,930.7468288164707,760.1707317031219,874.5108385906423,681.4276555668832,955.6096451261445,377.3914423235179,787.7203585985023,1097.9307810604034,1687.631238321696,382.6889446012656,0.0,1105.2348373664597,515.4245855349903,1803.4507885048513,652.6838533785157,257.8676871085155,1354.2515214620478,518.8975057842187,976.3433586492276,1242.9861301125222,1549.6734718476182,1708.6094660448089,268.2154249573514,186.2893078695959,296.1605160819566,273.4270900035289,620.6236163376358,26.2183,78.1828
Vijayawada,871.4486036047442,1398.8636761599432,510.8933787056641,249.91067047216023,1111.5909723261118,380.97063489397937,1051.5453354635717,754.7646365896911,1256.8284188584203,971.9253191939836,1145.3985027256167,1101.5051116415327,539.2144254430447,303.1726294813064,820.7374364351465,1108.8383823033828,1666.9165771594396,1212.5242747757152,821.6332192333574,1361.7001300727172,1414.3408372594445,1216.4792242320864,1005.0523910324623,2033.3405749997487,673.7338758630309,1007.9595159040838,1774.6576411234528,854.7607019478171,996.4697711365087,900.4521217302719,1045.0824990263648,726.7348053292006,742.2153097114145,1105.2348373664597,0.0,1335.7148443822246,777.878994148876,535.3303025940753,1084.6761432129583,1567.4952197764355,1624.0565225747885,520.5679346850335,604.7674500617816,635.4529463190069,666.3736908330139,1319.388657956981,1288.602698911188,1379.1634519421764,1374.886108600947,1720.0750302968595,16.5062,80.648
Jodhpur,793.3643201580364,486.8631108404522,1544.5447823296456,1131.0103534879247,359.2106341300738,1641.680988006811,1606.833942252034,858.9990881507848,285.19068647916754,561.7264685089846,792.1774742548628,729.750072663375,836.8036867924496,1414.9241485539317,553.0280537508024,1215.2691115831492,586.2759413554024,506.6664184196081,695.6394213523093,488.181894051129,553.2434176217306,490.7537246180206,1002.9448758613963,886.2039883088454,743.5760845273603,1379.2471720352944,624.4849127197624,797.9814909656227,888.7373360808248,1282.386768998624,1596.2271209737116,1734.9067751461798,781.4500174446349,515.4245855349903,1335.7148443822246,0.0,1883.8673017381639,1036.2546155542277,306.8189870544218,1868.7376263982162,618.9993520291447,995.3968564276486,1223.55569027609,1589.2833160812675,1811.344231262342,676.4235619763523,534.794086494089,636.6391090452872,466.18094810880024,616.3571559405099,26.2389,73.0243
Madurai,1159.1554639795463,2081.6058901654415,341.8246295917373,826.2867406404753,1565.2309699716434,420.7661918180383,1775.3451485907758,1056.2325062863654,1896.2658198894571,1367.097951590711,1896.4979525132362,1843.8721038682604,1245.9597414973455,1020.1920794644203,1477.6564355637302,1886.0099770323636,2334.2017762798723,1909.6641732099945,1207.6396152967116,2047.8934769424156,2110.4107825821293,1576.7885946434342,1779.2518433550192,2696.7870621000293,1140.7702150976133,1770.814702635529,2426.9491595214067,1147.1224190146527,1761.330921635452,1670.4365816220352,1770.7758451608224,175.54844844227,1480.4471900565363,1803.4507885048513,777.878994148876,1883.8673017381639,0.0,1308.4205267699633,1708.8760758190622,2298.344839639917,2308.0069706452687,888.5391505168279,684.0711553397906,308.08148644287644,115.16842116684757,2046.127900448863,1989.4931548921202,2094.910347406047,2054.9640463259752,2384.0768946953467,9.9252,78.1198
Raipur,945.8994001865486,943.3884385839569,1011.7627200548347,540.5656783280413,954.6364506314592,915.5138444393808,710.9622541453784,868.1592742964326,863.4667650955897,913.4194132577837,623.6139051025245,590.7329073863281,264.135293020975,428.39503643467657,488.22527012096896,599.7931500050922,1214.5305141318424,752.2386484519145,828.7359728612264,904.5264715577787,943.3875424850673,1125.5912168240375,470.84460769716554,1572.573646337498,672.8576863939937,568.5411315320904,1332.3984064902745,931.9077755249059,463.94803155146985,444.3724857141524,701.3121582479052,1237.673672526069,272.72382925151805,652.6838533785157,535.3303025940753,1036.2546155542277,1308.4205267699633,0.0,735.1276866454049,1163.9039310276137,1156.9002867011272,720.420735171551,947.0902444005578,1124.5384925016406,1199.0542189770013,818.8999607179118,818.772975317775,888.406373310388,923.8310029644134,1268.7459888606068,21.2514,81.6296
Kota,746.1535617437047,405.78176900642325,1367.2772918277283,908.4184738686372,413.48903704032307,1420.2267907858047,1305.4560084039172,769.6218074818066,188.34591303987787,544.9172518299847,539.765111832501,468.30399773322375,558.4016255356573,1128.8433248600916,267.47854772183183,933.766474091549,630.2610081283627,305.2508941457476,615.7483976768734,382.3452211218739,455.95925368317563,608.3519532338386,716.12160978674,988.6045494485725,593.5031245921889,1081.9902040280363,718.1320393306936,744.2169403474317,602.6871429492783,980.8024590126305,1294.8299412386014,1575.621356462094,475.3614882372008,257.8676871085155,1084.6761432129583,306.8189870544218,1708.8760758190622,735.1276866454049,0.0,1595.6424491500356,618.2423261556492,836.4086561948798,1093.1273636676701,1432.2484252646807,1624.3342470094253,497.7046636954182,370.7608272646889,494.53312983204216,377.7050432591346,677.9714679458349,25.2138,75.8648
Guwahati,2088.0228583282114,1473.474646830192,2077.0347189841364,1676.973380818253,1969.7800815714231,1878.3594213698711,523.0188676016445,2023.3566406512132,1590.7816390117582,2003.541867764028,1078.178751239356,1139.0143746912368,1403.222319310198,1284.2611524623817,1483.344094421827,664.0974073733113,1639.3600076109653,1370.7336083496564,1958.534758806827,1448.512446639556,1419.8200412599458,2165.8957442777605,883.8348671913025,1850.9802464646848,1816.2347273450523,595.5004082715257,1751.4231126093978,2075.6460394996125,994.7655666851575,720.1668414618284,527.7922827012727,2284.2166474747987,1233.252383172852,1354.2515214620478,1567.4952197764355,1868.7376263982162,2298.344839639917,1163.9039310276137,1595.6424491500356,0.0,1549.333874178307,1883.7879433902797,2098.1014997113152,2202.707039334754,2183.3549942376485,1242.6526453281695,1367.50498467384,1314.5393153196328,1477.4941869979955,1677.7132314797402,26.1445,91.7362
Chandigarh,1349.8167795365691,227.0939643296299,1968.6199887959565,1488.5787599667137,950.9448680561111,1987.1725746804884,1463.8554027076648,1384.6173929495383,434.4043216465654,1130.6019447486246,592.3896299440747,588.2250092973024,1086.9733654431334,1585.278460997927,830.4612993334052,998.5567029551308,90.16936883266852,411.98056554871823,1226.608401349667,262.87625869105415,213.54382870060707,1107.2627840101684,854.8027257344982,415.67541092306794,1211.3644819529552,1225.4754626307003,207.40440527045962,1350.023520875238,769.6093351248802,1176.7218931333582,1454.357371046816,2183.157770113384,895.1607035323586,518.8975057842187,1624.0565225747885,618.9993520291447,2308.0069706452687,1156.9002867011272,618.2423261556492,1549.333874178307,0.0,1450.7606439795347,1710.419532916029,2041.6500327627143,2217.065525865015,367.1369220222459,339.0558277444208,285.08444200926783,253.17586627652832,132.34076605318552,30.7333,76.7794
Solapur,356.3862888142078,1229.2195142390585,549.5178845545754,275.6743230928254,688.1924926864873,689.8718469039488,1410.857734830606,236.94336736753343,1024.6570475473038,505.24479011861536,1141.8782601344346,1074.9142633207496,510.4357347365939,775.75818192132,639.5668075390458,1297.2156754453003,1466.666551122153,1075.778451790035,341.62792354582155,1199.1352491594798,1267.5827656637523,741.2432639717782,1119.8510592392693,1822.958087071927,252.40200247128655,1288.7865023506306,1551.4363141026486,339.9127137706496,1057.8236749456817,1164.786853501947,1402.1028822594362,743.670687037044,744.8456718160837,976.3433586492276,520.5679346850335,995.3968564276486,888.5391505168279,720.420735171551,836.4086561948798,1883.7879433902797,1450.7606439795347,0.0,267.37897354115944,598.7423792679218,817.7742164461275,1239.343041862327,1155.564807276563,1272.1590513474014,1201.4961439281044,1514.1455962696066,17.6599,75.9064
Hubli,475.1370456506002,1491.0920019349892,375.8120698034303,423.11922009059896,889.0930515653166,610.1255750965964,1605.10009925642,374.4070566213735,1280.4266961569438,686.7462158368576,1407.2386999840926,1341.1083071886878,764.8473006887637,901.3725809397037,906.4012881584453,1539.3332931132352,1722.2777978621389,1341.5087587689416,531.9091170467792,1461.986418865454,1531.3811581639718,892.809532306458,1372.4272729671668,2073.8613092641594,499.8596022892643,1508.1008546207322,1802.1065270898794,463.0550187594438,1316.6987270579632,1386.595127757466,1597.1535815149755,520.376562610934,1004.7036121315897,1242.9861301125222,604.7674500617816,1223.55569027609,684.0711553397906,947.0902444005578,1093.1273636676701,2098.1014997113152,1710.419532916029,267.37897354115944,0.0,376.991857352727,637.8101035085875,1506.5824202498775,1421.0557569237903,1538.5055212983134,1463.2025386496234,1768.3737251507982,15.3647,75.1239
Mysore,851.6376497792493,1817.3027769900948,127.89977274647764,597.1525043654044,1262.9711433565967,403.9109442894116,1685.0175441424446,750.6843321012832,1620.565865599553,1062.5640557902536,1672.5693311087496,1613.8510434251189,1013.5449956776073,925.2341464677729,1216.268994231864,1721.3715628174793,2061.7620391777396,1653.5893991136406,905.0422935830456,1785.342884957537,1851.0538497327461,1269.1371332407555,1587.7537010434305,2420.3590404325305,850.2177584973678,1640.059191340155,2149.1164038294282,839.8477904248359,1553.9915975630734,1528.5894291820262,1678.866737390219,145.62792639914954,1255.8393289595688,1549.6734718476182,635.4529463190069,1589.2833160812675,308.08148644287644,1124.5384925016406,1432.2484252646807,2202.707039334754,2041.6500327627143,598.7423792679218,376.991857352727,0.0,280.1399640232987,1802.8002975734596,1733.8387851961963,1844.9055602865744,1790.0102788136785,2110.1382451651734,12.2958,76.6394
Tiruchirappalli,1110.2441194623814,1990.1985335174104,269.8891922701386,730.0024582886575,1502.4898517864508,305.5978427037868,1660.3434665037776,1001.8666633085056,1810.6882096093627,1308.9270740894374,1792.8492525220997,1741.8012589374348,1146.659840310862,905.0751516637454,1386.833727369099,1773.300995780319,2246.0504234796645,1815.386016944888,1146.989466413502,1955.8251674716041,2016.938383121027,1527.0425823800424,1669.829082402954,2610.1748891467228,1068.044014203353,1656.0905452372397,2341.4786891136987,1097.1915742943559,1654.545917824734,1556.2901173507664,1655.7409356005724,192.82609086115536,1378.0877576852267,1708.6094660448089,666.3736908330139,1811.344231262342,115.16842116684757,1199.0542189770013,1624.3342470094253,2183.3549942376485,2217.065525865015,817.7742164461275,637.8101035085875,280.1399640232987,0.0,1947.2942632103532,1894.8763628911177,1998.1010278239644,1963.8898833675198,2296.5980094356437,10.7905,78.7047
Bareilly,1226.2723602398544,230.87324816288296,1715.1525471732177,1220.0291388853523,907.6724406481009,1694.4963748893954,1103.4802862314853,1229.7774572135922,393.97928741151543,1039.20592205906,225.32137379062848,230.38014152846318,800.6409359883093,1244.6258211449053,600.8449478812919,644.3836584297144,445.61576113833223,192.48745342644384,1089.4355507757748,207.09972377044386,181.87103118297352,1097.3704392249385,488.0013375658642,772.1663889169855,1027.8884785410455,863.9479278586282,569.5991120559756,1222.0043942851944,403.8062236634032,810.2652192511562,1093.7331997594924,1938.0497554345925,577.1734589292381,268.2154249573514,1319.388657956981,676.4235619763523,2046.127900448863,818.8999607179118,497.7046636954182,1242.6526453281695,367.1369220222459,1239.343041862327,1506.5824202498775,1802.8002975734596,1947.2942632103532,0.0,141.7751364869213,82.84002200965854,235.7531362623521,496.2165963243928,28.367,79.4304
Aligarh,1112.1521413149744,131.66824621195985,1653.2984087317893,1164.8742067389903,774.0183395870714,1655.8171417835288,1190.8505416291691,1124.9015776521076,252.3496587139776,915.6541295093364,305.7708072212856,274.171863465592,754.6767327420479,1246.9828945067284,518.2094337458418,746.1047459126295,397.11098899441794,80.25126532953864,978.0217149684895,94.53153001382879,126.14513825653836,960.8158978027052,564.2727427052207,754.3239868155749,931.2361840129458,951.3935319065687,517.8845870800093,1109.0767517761972,462.93442754602546,883.1369148934307,1180.733671526517,1872.4874554903395,556.1528642538792,186.2893078695959,1288.602698911188,534.794086494089,1989.4931548921202,818.772975317775,370.7608272646889,1367.50498467384,339.0558277444208,1155.564807276563,1421.0557569237903,1733.8387851961963,1894.8763628911177,141.7751364869213,0.0,124.06809342459991,121.4242862093525,451.2090985788464,27.8974,78.088
Moradabad,1236.0713730049438,163.83607624465955,1761.0470213711067,1268.802973903307,894.7316794763658,1751.3944620592579,1185.9359049863997,1247.5572737962198,363.32796176485397,1039.4467473306445,307.45414952361864,306.1319261181309,852.7524294252374,1315.764072306304,632.8635795610596,725.5840188983357,362.78259169098084,198.95350284129324,1101.6448484272296,150.0873375123489,105.29466980067136,1078.973656858176,570.6919292409525,693.3885918145352,1051.768739977486,946.5016696195231,486.78465051410035,1232.8981302548343,484.6839798565372,893.0178417821995,1176.2182988139193,1982.107692871452,638.3840324812196,296.1605160819566,1379.1634519421764,636.6391090452872,2094.910347406047,888.406373310388,494.53312983204216,1314.5393153196328,285.08444200926783,1272.1590513474014,1538.5055212983134,1844.9055602865744,1998.1010278239644,82.84002200965854,124.06809342459991,0.0,175.85900054455342,413.51635743391535,28.8386,78.7733
Gurgaon,1121.7493080521738,28.107248876595584,1715.8076254927873,1235.5178012922731,749.9066155361832,1735.4102462853366,1312.0427532989233,1147.2381918548547,210.56034155534533,911.8510424482496,426.02705079000384,395.3732156441446,836.4744025798063,1350.562437936547,577.3409825659563,864.9562611459323,293.34021374988555,171.92741783304845,993.1021601136334,29.073295554068736,88.29831768373873,925.5687241417234,685.647823131862,658.6707437703486,965.9243243695606,1072.4903447170311,408.62998974339354,1120.4772636574094,584.1097062054579,1004.4897706712483,1301.945416691516,1931.0547528551435,655.6469415676812,273.4270900035289,1374.886108600947,466.18094810880024,2054.9640463259752,923.8310029644134,377.7050432591346,1477.4941869979955,253.17586627652832,1201.4961439281044,1463.2025386496234,1790.0102788136785,1963.8898833675198,235.7531362623521,121.4242862093525,175.85900054455342,0.0,347.2539493466287,28.4595,77.0266
Jalandhar,1383.8523067035471,325.8030318305286,2043.0495849082731,1571.9680624589644,966.930777670855,2076.721247412207,1595.6792188609315,1429.0586847987956,489.6255656302549,1157.9900148867303,720.765436725965,712.0323227274072,1180.984810442201,1696.3727129584688,912.0453216001547,1130.7733655386187,54.215610070158945,517.0545760738157,1267.7105555385913,364.5031148846094,330.8702423442919,1106.2298868718103,984.2004297263067,314.4225315715776,1268.6720493581581,1357.0633252208745,75.09989217708218,1385.6271003044772,896.1600689941451,1306.4782210037392,1586.1438759483083,2253.284399428749,1002.3087471979649,620.6236163376358,1720.0750302968595,616.3571559405099,2384.0768946953467,1268.7459888606068,677.9714679458349,1677.7132314797402,132.34076605318552,1514.1455962696066,1768.3737251507982,2110.1382451651734,2296.5980094356437,496.2165963243928,451.2090985788464,413.51635743391535,347.2539493466287,0.0,31.326,75.5762
